OpportunityServiceLine,ClientSector,AccountName,ProspectClientName,OpportunityName,Stage,ProbaOfWin,EffectiveOpenDate,AnticipatedWinDate,EffectiveCloseDate,OpportunityPartnerName,PursuitLeaderName,ManagedByName,PursuitTeamName,IdentifiedByName,PACEStatus,RelatedEngagements,Currency,TotalValueOfPotentialSale,TotalValueTND,OpportunitySubSL,OriginalOpportunityID,OpportunityID,MS,SSL1,Country,Region
assurance,Banking & Capital Markets,Davis Group/William Barber,Davis Group/William Barber,Implemented eco-centric conglomeration,Qualify,30,2023-05-16,2022-11-27,,Robert Moran,Julia Cruz,Courtney Morgan%,Heather Mcmillan,Phillip Grant,,,USD,69.91625077092662,69.91625077092662,assurance,E61351256,E61351256-148,FS,Finance,Togo,Afrique
tax,Infrastructure,Mendoza-Wong/Richard Spencer,Mendoza-Wong/Richard Spencer,Streamlined content-based support,Identify,20,2023-01-11,2021-09-18,,Adam Fritz,Barbara Miller,Tracy Bradley%,Mary Hood,Sara Castillo,,,EUR,72.88814249220238,72.88814249220238,tax,E67756795,E67756795-149,GPS,PAS,Pays-Bas,Europe
assurance,Telecommunications,"Griffin, Douglas and West/Jessica Stanley","Griffin, Douglas and West/Jessica Stanley",Switchable optimal structure,Won,20,2023-07-08,2021-09-19,2023-01-02 00:00:00,Samuel Lamb,Robert Hickman,Susan Allen%,Paul King,Jim Gonzalez,approved,,EUR,57.60680773124572,57.60680773124572,assurance,E69998039,E69998039-150,TMT,FAAS,Grèce,Europe
tax,Banking & Capital Markets,Weber-Welch/Jermaine Cruz,Weber-Welch/Jermaine Cruz,Customizable systematic middleware,Qualify,50,2021-06-25,2023-07-20,,Lisa Smith,Angela Myers,Cynthia Smith%,Anita Allen,Amanda Brewer,,,USD,88.08342211840339,88.08342211840339,tax,E67605181,E67605181-151,FS,Indirect,Gabon,Afrique
sat,startup,Wallace LLC/Michael Freeman,Wallace LLC/Michael Freeman,Up-sized 24hour strategy,Qualify,50,2022-06-05,2022-07-30,,James King,Melissa Russell,Erica Palmer%,John Hurley,Tina Wright,,,TND,69.6982060755077,69.6982060755077,sat,E65349958,E65349958-152,Private,Transactions & Corporate Finance,Tunisie,Tunisia
tax,Media & Entertainment,Perez-Collins/Mary Villa,Perez-Collins/Mary Villa,Implemented responsive architecture,Qualify,50,2023-05-02,2021-08-12,,Kristen Scott,Michael Burton,Chad Wagner%,Mary Callahan,Brian Farrell,,,USD,57.24910216871266,57.24910216871266,tax,E65036233,E65036233-153,TMT,BTS,Lesotho,Afrique
tax,Defense,Ford-Gallagher/Cynthia Mcfarland,Ford-Gallagher/Cynthia Mcfarland,Compatible fault-tolerant migration,Won,20,2023-03-17,2022-05-29,2023-08-06 00:00:00,Melvin James,Brian Davis,Jamie Cruz%,Teresa Zamora,Jessica Harris,approved,,USD,86.81364208758706,86.81364208758706,tax,E68956072,E68956072-154,GPS,Indirect,Égypte,Afrique
sat,Media & Entertainment,"Hernandez, Page and King/Lindsey Adams","Hernandez, Page and King/Lindsey Adams",Multi-tiered 24hour array,Closing,5,2022-08-01,2021-01-31,,Kyle Brooks,Andrea Lopez,Thomas Arellano%,Marissa Ray,Laura Alvarado,,,USD,56.0519087354647,56.0519087354647,sat,E66679935,E66679935-155,TMT,EY-P,Togo,Afrique
tax,Technology,Silva-Townsend/Cathy Hood,Silva-Townsend/Cathy Hood,Multi-channeled asynchronous secured line,Declined,20,2023-05-09,2023-11-06,,Larry Park,Jennifer Garcia,Carla Martinez%,Kevin Lang,Jenna Thomas,,,USD,52.85290422860396,52.85290422860396,tax,E68945400,E68945400-156,TMT,International Tax Transaction Services,Sénégal,Afrique
assurance,Telecommunications,Watts Inc/Austin Bishop,Watts Inc/Austin Bishop,Implemented reciprocal matrix,Closing,75,2022-01-16,2022-09-24,,Christina Zuniga,Jessica Randall,Robert Hunter%,Deborah Cooper,Cory Foley,,,EUR,74.3575051915728,74.3575051915728,assurance,E63062906,E63062906-157,TMT,Finance,France,Europe
tax,Telecommunications,Strickland PLC/Daniel Stewart,Strickland PLC/Daniel Stewart,Fundamental mobile conglomeration,Qualify,35,2023-03-02,2022-08-22,,Thomas Ramos,Louis Singh,Morgan Moore%,Rachel Nguyen,Laura Johnson,,,USD,60.89401143682522,60.89401143682522,tax,E67034311,E67034311-158,TMT,GCR,Mauritanie,Afrique
sat,Banking & Capital Markets,Mitchell Inc/Jason Stewart,Mitchell Inc/Jason Stewart,Operative asynchronous artificial intelligence,Qualify,45,2022-10-24,2023-05-19,,Jessica Summers,Steven Sanders,Gerald Howe%,Meredith Parker,Audrey Chang,,,USD,82.10517134514838,82.10517134514838,sat,E62438777,E62438777-159,FS,Transactions & Corporate Finance,Kenya,Afrique
consulting,Wealth & Asset Management,"Wright, Stewart and Haynes/Candice Day MD","Wright, Stewart and Haynes/Candice Day MD",Persistent executive archive,Qualify,50,2022-08-22,2021-04-21,,Charles Hinton,Jennifer Simpson,Taylor Stevenson%,Courtney Diaz,Brittney Williams,,,USD,89.32570470830402,89.32570470830402,consulting,E61826080,E61826080-160,FS,Sustainability,Congo Brazzaville,Afrique
assurance,Technology,Contreras-Jones/Matthew Keller,Contreras-Jones/Matthew Keller,Configurable coherent interface,Closing,75,2021-11-05,2022-04-22,,Christopher Hart,Robert Howell,Amber Lewis%,Kristi Harrell,James Shaw,,,EUR,50.65851690718453,50.65851690718453,assurance,E69202195,E69202195-161,TMT,CCaSS,Pologne,Europe
tax,startup,Ayala-Becker/Stefanie Sullivan,Ayala-Becker/Stefanie Sullivan,Monitored upward-trending capability,Closing,100,2023-06-10,2023-01-26,,Regina Beck,Nancy Rivera,Austin Harris%,Steven Gutierrez,Yolanda Mcdonald,,,EUR,55.821725928887766,55.821725928887766,tax,E61132445,E61132445-162,Private,GCR,Allemagne,Europe
tax,startup,Rodriguez-Clark/Xavier Adkins,Rodriguez-Clark/Xavier Adkins,Programmable contextually-based definition,Identify,10,2021-08-25,2022-07-19,,Madeline Sanders,Curtis Zavala,Craig Williams%,Christine Scott,Angela Martinez,,,USD,54.17403749521358,54.17403749521358,tax,E64912698,E64912698-163,Private,BTS,Côte d’Ivoire,Afrique
tax,startup,Lane-Townsend/Steven Jordan,Lane-Townsend/Steven Jordan,Fundamental local hub,Identify,20,2021-10-02,2022-10-30,,Linda Wallace,William Williams,Lauren May%,Max Howe,Elijah Norman,,,EUR,93.11878797185585,93.11878797185585,tax,E69192487,E69192487-164,Private,Law,Allemagne,Europe
consulting,Banking & Capital Markets,"Smith, Wallace and Mccoy/William Thompson","Smith, Wallace and Mccoy/William Thompson",Upgradable client-server contingency,Pursue,75,2021-04-20,2023-10-05,,Nicole Morrison,Nicholas Rogers,Amber Velasquez%,Michelle Ashley,Gabriel Peters,,,EUR,85.08491803424258,85.08491803424258,consulting,E67581714,E67581714-165,FS,Compliance and Resilience,Espagne,Europe
consulting,Wealth & Asset Management,Tran-Hernandez/Matthew Nelson,Tran-Hernandez/Matthew Nelson,Profound grid-enabled hierarchy,Qualify,20,2023-06-19,2023-02-11,,Laurie Cook,Elizabeth Burgess,Jenny Hudson%,Kevin Krause,Jeremy Simpson,,,USD,83.95611271111287,83.95611271111287,consulting,E68193371,E68193371-166,FS,Cybersecurity,Gabon,Afrique
consulting,Banking & Capital Markets,Warner LLC/Daniel Stewart,Warner LLC/Daniel Stewart,Multi-layered bandwidth-monitored pricing structure,Declined,5,2021-04-08,2021-10-17,,Hunter Gonzalez,Ricardo Ramirez,Charles Price%,Christopher Best,Kaitlin Bell,,,EUR,94.17581921145624,94.17581921145624,consulting,E67652469,E67652469-167,FS,Technology Assurance,Pologne,Europe
consulting,Banking & Capital Markets,Hart LLC/Cindy Alexander,Hart LLC/Cindy Alexander,Configurable background adapter,Identify,15,2022-03-14,2023-08-10,,Melissa Lambert,Melanie Reynolds,Mr. David Williams%,Lisa Jones,Charles Thompson,,,EUR,68.03768589402871,68.03768589402871,consulting,E66826533,E66826533-168,FS,Customer & Growth,Allemagne,Europe
assurance,Health,"Carroll, Thomas and Smith/Alec Bradley","Carroll, Thomas and Smith/Alec Bradley",Ameliorated attitude-oriented adapter,Lost,100,2023-05-24,2021-09-17,,Hannah Cobb,Michael Griffith,Michael Garza%,Renee Wang,Joshua Anderson,,,USD,98.83562074094155,98.83562074094155,assurance,E67750574,E67750574-169,GPS,CCaSS,Koweït,Asie
tax,startup,Mills-Tucker/Kimberly Miller,Mills-Tucker/Kimberly Miller,User-friendly systematic conglomeration,Declined,100,2023-05-20,2022-02-04,,Sandra Baker,Tony Ware,Jeffrey Williams%,Lauren James,James Henry,,,USD,63.47188075967428,63.47188075967428,tax,E66272618,E66272618-170,Private,Law,Arabie saoudite,Asie
assurance,Insurance,"Simpson, Williams and Pace/Tina Baker","Simpson, Williams and Pace/Tina Baker",Optional discrete function,Qualify,30,2023-01-06,2021-09-02,,Erin Farley,Robert Perez,Daniel Knapp%,Martin Kelly,Lauren Leonard,,,USD,61.89482500721551,61.89482500721551,assurance,E67199021,E67199021-171,FS,Forensics,Sao Tomé,Afrique
tax,Insurance,Luna-Ford/James Griffin,Luna-Ford/James Griffin,Operative global matrix,Identify,10,2021-03-12,2021-09-18,,Tracy Jackson DDS,Shaun Smith,Christopher Brown%,John Bartlett,Kenneth Washington,,,EUR,58.31741656995224,58.31741656995224,tax,E61881226,E61881226-172,FS,Indirect,Allemagne,Europe
tax,Insurance,Morgan-Jacobs/Susan White,Morgan-Jacobs/Susan White,Implemented content-based secured line,Closing,5,2021-11-28,2023-11-24,,Jesse Novak,Kayla King,Anthony Camacho%,Valerie Scott,Christopher Long,,,USD,90.2666164666212,90.2666164666212,tax,E63587717,E63587717-173,FS,PAS,Cameroun,Afrique
sat,Wealth & Asset Management,Fry-Lyons/Thomas Sherman,Fry-Lyons/Thomas Sherman,Horizontal responsive infrastructure,Declined,20,2023-05-10,2023-03-05,,Mary Whitaker MD,Samantha Baldwin,Caleb Robinson%,Jacqueline Ruiz,Doris Sutton,,,USD,54.20650724313757,54.20650724313757,sat,E68583805,E68583805-174,FS,Transactions & Corporate Finance,Gabon,Afrique
assurance,startup,"Price, Brooks and Murphy/Ryan Norris","Price, Brooks and Murphy/Ryan Norris",Automated contextually-based concept,Lost,5,2022-01-27,2023-04-20,,Sara Stafford,Kelsey Mcdowell,Andrew Valdez%,James Scott,Anna Moran,,,USD,65.12628631471345,65.12628631471345,assurance,E61168692,E61168692-175,Private,Technology Assurance,Comores,Afrique
assurance,Health,Thomas LLC/Joseph Lawrence,Thomas LLC/Joseph Lawrence,Ergonomic national open system,Closing,75,2022-05-29,2023-12-02,,Brent Smith,Kendra Dawson,Megan Hall MD%,April Calhoun,Lawrence Taylor,,,EUR,62.71431794818541,62.71431794818541,assurance,E63542467,E63542467-176,GPS,Audit & Governance,Danemark,Europe
assurance,startup,Yoder-Davidson/Leah Patterson,Yoder-Davidson/Leah Patterson,Switchable tangible firmware,Closing,100,2022-02-12,2022-02-03,,Kevin White,Alejandro Rosales,Mr. Michael Bryant Jr.%,Patrick Washington,Brian Shaw,,,USD,86.27693674375152,86.27693674375152,assurance,E63254698,E63254698-177,Private,Other Assurance,Congo Brazzaville,Afrique
consulting,startup,"Pham, Snyder and Newton/Kelly Thompson","Pham, Snyder and Newton/Kelly Thompson",Total composite interface,Won,20,2022-08-18,2022-11-21,2023-09-13 00:00:00,Vincent Travis,Claire Bates,Sheila Carson%,Laura Zamora,Laura Estes,approved,,USD,60.916225098710775,60.916225098710775,consulting,E67049085,E67049085-178,Private,Strategy & Transformation,Mauritanie,Afrique
consulting,Defense,Bryant-Delgado/Ashley Caldwell,Bryant-Delgado/Ashley Caldwell,Optional interactive superstructure,Identify,15,2023-05-10,2023-08-07,,Monica Torres,Mrs. Amanda Yoder,Michele Clark%,Susan Carson,Justin Kelley,,,USD,68.59878682584568,68.59878682584568,consulting,E67555161,E67555161-179,GPS,Cybersecurity,Bénin,Afrique
tax,Technology,"Conway, Nelson and Potts/Mr. Michael Clark","Conway, Nelson and Potts/Mr. Michael Clark",Grass-roots maximized moderator,Declined,100,2021-11-25,2022-10-20,,Jason Robinson,Todd Jones,Matthew Chandler%,Christopher Wood,Meghan Fitzgerald,,,USD,78.18022054954776,78.18022054954776,tax,E61865071,E61865071-180,TMT,Law,Sierra Leone,Afrique
sat,Technology,"Harris, Ho and Glover/Brenda Harris","Harris, Ho and Glover/Brenda Harris",Versatile systematic migration,Qualify,20,2023-06-25,2022-10-08,,Eric Lewis,Meghan Morgan,Joel Baker%,Mark Peck,Bradley Ortiz,,,EUR,71.46646191740462,71.46646191740462,sat,E63935511,E63935511-181,TMT,Transactions & Corporate Finance,Italie,Europe
sat,startup,Bell Inc/Courtney Mendoza,Bell Inc/Courtney Mendoza,Optional eco-centric time-frame,Pursue,75,2022-07-25,2021-11-18,,Lisa Smith,Jennifer Case,Donald Fletcher%,Anthony Knight,James Weaver,,,EUR,52.11782275524779,52.11782275524779,sat,E63805241,E63805241-182,Private,EY-P,République tchèque,Europe
tax,Media & Entertainment,Rice-Russell/Kristin Graves,Rice-Russell/Kristin Graves,Diverse holistic installation,Declined,100,2021-04-20,2022-12-12,,Thomas Wade,Jose Clark,Cody Elliott%,William Macias,Haley Williams,,,EUR,94.5263200251536,94.5263200251536,tax,E69899120,E69899120-183,TMT,Law,Luxembourg,Europe
assurance,Infrastructure,Nichols-Matthews/Andrew Sullivan,Nichols-Matthews/Andrew Sullivan,Mandatory analyzing capacity,Identify,10,2021-05-02,2022-11-20,,Alyssa Sanchez,Juan Salinas MD,Steven Acosta%,Earl Guzman,Kyle Patton,,,USD,72.30302667260567,72.30302667260567,assurance,E65748209,E65748209-184,GPS,Audit & Governance,Guinée,Afrique
sat,Defense,Haynes LLC/Richard Hill,Haynes LLC/Richard Hill,Intuitive intermediate access,Won,100,2023-01-29,2023-08-14,2023-03-07 00:00:00,Samantha Flowers,Nancy Mckay,Amy Hudson%,Randall Baker,Jason Nichols,approved,,USD,76.08101344481723,76.08101344481723,sat,E68802906,E68802906-185,GPS,Transactions & Corporate Finance,Côte d’Ivoire,Afrique
consulting,startup,Ball Group/Michael Davis,Ball Group/Michael Davis,Ameliorated even-keeled orchestration,Closing,5,2023-10-31,2021-11-30,,Jacob Ortiz,Justin Butler,Jason Kim%,Christy Rogers,Katherine Peterson,,,EUR,87.48206195089031,87.48206195089031,consulting,E63342785,E63342785-186,Private,Compliance and Resilience,Lettonie,Europe
tax,Wealth & Asset Management,White PLC/Frederick Foster,White PLC/Frederick Foster,Pre-emptive radical alliance,Pursue,50,2022-11-06,2022-09-19,,Kelly James,Daniel Cabrera,Matthew Boyd%,Julia Morgan,Paul Miller DVM,,,TND,82.21126705614347,82.21126705614347,tax,E61802299,E61802299-187,FS,BTS,Tunisie,Tunisia
consulting,startup,Castillo-Cole/Jacob Marshall,Castillo-Cole/Jacob Marshall,Re-contextualized static access,Identify,20,2021-01-09,2021-08-23,,Jesse Baker,Ann Carr,Paul Kelley%,Annette Williams DVM,Perry Larson,,,USD,72.86159421049362,72.86159421049362,consulting,E66859935,E66859935-188,Private,Strategy & Transformation,Bénin,Afrique
sat,Wealth & Asset Management,Yates Inc/John Gilbert,Yates Inc/John Gilbert,Fully-configurable mission-critical forecast,Qualify,40,2022-09-13,2021-01-18,,William Wong,William Mcdaniel,Michael Cummings%,Katie Lopez,Michael Davis,,,USD,96.42325554945899,96.42325554945899,sat,E69519340,E69519340-189,FS,EY-P,Sierra Leone,Afrique
consulting,Technology,Griffin-Martinez/Elizabeth Prince,Griffin-Martinez/Elizabeth Prince,Fully-configurable scalable collaboration,Qualify,40,2022-04-30,2021-05-26,,Sean Scott,Natalie Hill,Gregory Harrington%,Sandra Thornton,Angela Burke,,,USD,99.61094920166062,99.61094920166062,consulting,E63201354,E63201354-190,TMT,Technology Assurance,Nigeria,Afrique
assurance,startup,"Jackson, Collins and Jones/Diane Dennis","Jackson, Collins and Jones/Diane Dennis",Quality-focused intangible database,Won,100,2021-07-17,2022-04-11,2021-01-18 00:00:00,Eric Leach,Bryce Kramer,Kenneth Mueller%,Melissa Carey,Kim Robinson,approved,,USD,56.589228296167335,56.589228296167335,assurance,E61081860,E61081860-191,Private,Audit & Governance,Pakistan,Asie
tax,Media & Entertainment,Maxwell-Rivas/Andrea Hall,Maxwell-Rivas/Andrea Hall,Managed value-added definition,Won,20,2021-12-26,2021-08-07,2023-01-25 00:00:00,Michele Peters,Robert Smith,Angela Stokes%,Christopher Stone,Douglas Gomez,approved,,USD,82.87807730932703,82.87807730932703,tax,E63796173,E63796173-192,TMT,PAS,Liban,Asie
sat,Telecommunications,"Brewer, Petersen and Miller/Cindy Jones","Brewer, Petersen and Miller/Cindy Jones",Implemented bi-directional product,Won,20,2023-11-29,2021-08-21,2022-07-21 00:00:00,Jessica Pratt,Manuel Williams,Scott Bowers%,Andrew Hughes,Leslie Hill,approved,,TND,74.93043395415022,74.93043395415022,sat,E67382787,E67382787-193,TMT,Transactions & Corporate Finance,Tunisie,Tunisia
consulting,startup,Reyes-Taylor/Dawn Long,Reyes-Taylor/Dawn Long,Right-sized empowering standardization,Identify,20,2022-06-13,2022-08-30,,Christopher Williams,Rachel Fleming,Adrienne Jenkins%,Anthony Black,David Hall,,,USD,80.82830636742165,80.82830636742165,consulting,E67471118,E67471118-194,Private,Strategy & Transformation,Liban,Asie
sat,startup,Robinson-Newman/Chad Gardner,Robinson-Newman/Chad Gardner,Self-enabling 4thgeneration Local Area Network,Lost,100,2021-09-02,2022-11-22,,Angela Ford,John Mitchell,Erica Davis%,Michelle Boone,Kelly Dyer,,,TND,54.24446188856318,54.24446188856318,sat,E62281138,E62281138-195,Private,Transactions & Corporate Finance,Tunisie,Tunisia
assurance,Infrastructure,"Hill, Collier and Harris/Jennifer Wilkins","Hill, Collier and Harris/Jennifer Wilkins",Balanced 5thgeneration capability,Closing,5,2022-07-09,2023-03-05,,Sheila Bradshaw,Jacob Herrera,Andrew Castillo%,Margaret Robinson,Kendra Jones,,,USD,89.9000733384573,89.9000733384573,assurance,E65992729,E65992729-196,GPS,Technology Assurance,Liban,Asie
tax,startup,"Chapman, Chen and Alvarez/Justin Sandoval","Chapman, Chen and Alvarez/Justin Sandoval",Right-sized even-keeled moratorium,Identify,10,2022-11-15,2022-08-25,,Laura Riddle,Brittany Gonzalez,Hayden Fisher%,John Johnson,Rebecca Wilcox,,,USD,55.846240032427445,55.846240032427445,tax,E64755331,E64755331-197,Private,GCR,Mali,Afrique
assurance,Defense,"Davis, Wright and Rivera/Michael Blake","Davis, Wright and Rivera/Michael Blake",Polarized clear-thinking emulation,Declined,100,2022-03-04,2021-10-05,,Christina Moreno,Cassandra Gross,Michelle Thomas%,Mark Baker,Samuel Cuevas,,,USD,56.419191566449214,56.419191566449214,assurance,E61023110,E61023110-198,GPS,Other Assurance,Émirats arabes unis,Asie
sat,Infrastructure,Nelson LLC/Thomas Odonnell,Nelson LLC/Thomas Odonnell,Diverse value-added matrix,Pursue,30,2021-05-08,2022-11-10,,Mary Evans,Gary Carney,Mariah Rodriguez DVM%,Heidi Jackson,David Bailey,,,EUR,80.37921005272564,80.37921005272564,sat,E65770907,E65770907-199,GPS,EY-P,Belgique,Europe
assurance,startup,Burgess-Anderson/Michelle Lopez,Burgess-Anderson/Michelle Lopez,Secured transitional utilization,Pursue,55,2022-06-15,2023-02-26,,Don Hill,Christopher Ponce,Stacey Jackson%,Robert Mckinney,William Murphy,,,USD,97.74768092288362,97.74768092288362,assurance,E68524648,E68524648-200,Private,Other Assurance,Algérie,Afrique
assurance,Defense,"Pierce, Henry and Golden/Melanie Sanchez","Pierce, Henry and Golden/Melanie Sanchez",Focused needs-based benchmark,Pursue,50,2022-02-15,2022-12-31,,Jennifer Myers,Melanie Martinez,Mr. Curtis Hunter IV%,Derrick Terry,Michael Singh,,,USD,68.76371254341547,68.76371254341547,assurance,E62631516,E62631516-201,GPS,Forensics,Lesotho,Afrique
tax,startup,"Moore, Thompson and Martin/Carolyn Hayes","Moore, Thompson and Martin/Carolyn Hayes",Organized 24/7 application,Won,100,2021-12-16,2021-10-24,2022-04-02 00:00:00,Linda Keith,Justin Ross,Cynthia Ryan%,Mark Durham,Steven Pittman,approved,,USD,62.80797084644103,62.80797084644103,tax,E66632278,E66632278-202,Private,BTS,Mauritanie,Afrique
tax,Technology,Skinner-Norris/Joshua Taylor,Skinner-Norris/Joshua Taylor,Polarized responsive approach,Qualify,45,2023-12-08,2022-10-08,,Jennifer Williams,Andrew Leonard MD,Jasmine Pacheco%,Ralph Mcdonald,Brittany Lewis,,,TND,81.72759165553451,81.72759165553451,tax,E67174555,E67174555-203,TMT,Indirect,Tunisie,Tunisia
assurance,startup,Morgan LLC/Joseph Gibson,Morgan LLC/Joseph Gibson,Implemented eco-centric architecture,Declined,5,2021-04-06,2021-08-06,,Donald Patton,Susan Ellis,Jill Gibson%,Krista Davis,Dr. Lori Carpenter,,,USD,89.4225446367544,89.4225446367544,assurance,E64370249,E64370249-204,Private,Forensics,Nigeria,Afrique
consulting,startup,Ferguson-Wells/Lori Johnson,Ferguson-Wells/Lori Johnson,Operative 5thgeneration access,Declined,5,2022-04-19,2022-12-05,,Mr. Brian Jones,Dylan Mays,Steven Anderson%,Laura Blevins,Daniel Zamora,,,USD,69.70430224807188,69.70430224807188,consulting,E69570126,E69570126-205,Private,Sustainability,Lesotho,Afrique
sat,startup,Rogers-Kirby/Erica Lewis,Rogers-Kirby/Erica Lewis,Implemented responsive matrices,Pursue,30,2021-02-06,2022-01-24,,Samuel Brown,Andrew Brewer,Jenna Diaz%,Jason Key,Christine Norman,,,USD,60.13011459622564,60.13011459622564,sat,E68986603,E68986603-206,Private,Transactions & Corporate Finance,Émirats arabes unis,Asie
assurance,startup,"Vargas, Perez and Thomas/Lori Kline","Vargas, Perez and Thomas/Lori Kline",Up-sized 4thgeneration pricing structure,Qualify,20,2022-10-16,2023-06-05,,Julie Rodriguez,Bobby Carney,Steven Dennis%,Jennifer Marshall,Seth Waller,,,EUR,98.20286578914082,98.20286578914082,assurance,E64182027,E64182027-207,Private,CCaSS,Grèce,Europe
consulting,Telecommunications,"Morales, Strickland and Williams/Tonya Thompson","Morales, Strickland and Williams/Tonya Thompson",Advanced scalable hierarchy,Won,100,2023-04-29,2021-03-15,2023-03-27 00:00:00,Bonnie Guerra,Julie Bullock,Jamie Rose%,Alexis Ross,Cory Weaver,approved,,USD,52.1137788236199,52.1137788236199,consulting,E63006240,E63006240-208,TMT,Technology,Togo,Afrique
consulting,Wealth & Asset Management,Wong LLC/Jeremy Howard,Wong LLC/Jeremy Howard,Progressive intermediate moderator,Qualify,25,2021-04-12,2022-12-09,,Shawn Mullins,Karen Mendoza,Alan Morse%,Melanie Khan,Brandon Stout,,,EUR,78.6751903486348,78.6751903486348,consulting,E62783828,E62783828-209,FS,Strategy & Transformation,Pays-Bas,Europe
tax,startup,Stone LLC/Tyler Patel,Stone LLC/Tyler Patel,Optional zero administration encryption,Won,20,2023-03-26,2023-06-06,2023-08-20 00:00:00,David Mendez,Brandi Shepherd,Nicholas Thompson%,Maria Hall,James Jones,approved,,USD,97.83095785984185,97.83095785984185,tax,E65610399,E65610399-210,Private,International Tax Transaction Services,Liban,Asie
tax,Media & Entertainment,Wright Group/Jason Lewis,Wright Group/Jason Lewis,Focused multimedia product,Lost,5,2022-04-06,2021-05-13,,Joshua Jones,Gary Lucas,Christopher Jacobs%,Theresa Rodriguez,Edward Chase,,,EUR,50.13081147553808,50.13081147553808,tax,E67996357,E67996357-211,TMT,International Tax Transaction Services,Belgique,Europe
consulting,Wealth & Asset Management,Davis Ltd/Connie Harris,Davis Ltd/Connie Harris,Switchable tangible time-frame,Identify,10,2021-01-07,2022-07-31,,Joshua Gonzalez,Edward Mills,Michael Cook%,Dawn Adams,Jessica Graham,,,EUR,85.68212343630057,85.68212343630057,consulting,E64766994,E64766994-212,FS,Cybersecurity,Pays-Bas,Europe
sat,Insurance,"Rodriguez, White and Gregory/Kim Park","Rodriguez, White and Gregory/Kim Park",Extended multimedia definition,Declined,5,2021-09-17,2023-04-17,,Morgan Santos,Antonio Hill,Christopher Farrell%,Tiffany Robertson,Melissa Fernandez,,,USD,79.67451180923815,79.67451180923815,sat,E61373065,E61373065-213,FS,Transactions & Corporate Finance,Soudan,Afrique
tax,Telecommunications,"Shepherd, Fowler and Duncan/Shannon Park","Shepherd, Fowler and Duncan/Shannon Park",User-friendly multi-tasking hierarchy,Identify,10,2022-04-15,2021-04-08,,Maria Forbes,Elizabeth Cobb,Theodore Joseph%,Seth Russell,Troy Lyons,,,USD,84.44270443801867,84.44270443801867,tax,E61294131,E61294131-214,TMT,Indirect,Madagascar,Afrique
tax,Defense,"Mcclure, Harrington and Garcia/Lauren Russell","Mcclure, Harrington and Garcia/Lauren Russell",Enhanced demand-driven project,Won,5,2022-09-01,2021-06-14,2022-04-22 00:00:00,Christopher Neal,Michelle Roberts,Robin Thompson%,Charles Dudley,Randy Nicholson,approved,,EUR,70.71669291814057,70.71669291814057,tax,E67897499,E67897499-215,GPS,Law,Suisse,Europe
tax,Wealth & Asset Management,"Rodriguez, Williams and Cook/Jeff Brooks","Rodriguez, Williams and Cook/Jeff Brooks",Realigned 24hour productivity,Closing,100,2023-07-03,2023-04-30,,Mr. Shane Thompson PhD,Ivan Wheeler,Phillip Logan%,Barry David,Debra Goodwin,,,EUR,78.74932287574275,78.74932287574275,tax,E61830881,E61830881-216,FS,BTS,Pays-Bas,Europe
tax,Banking & Capital Markets,"Mcclain, Maxwell and Garcia/Emily Tucker","Mcclain, Maxwell and Garcia/Emily Tucker",Adaptive motivating open architecture,Pursue,30,2021-08-10,2021-02-02,,Evan Williamson,Donald Walker,Julian Ross%,Jonathan Jackson,Christine Acosta,,,USD,52.58376029873633,52.58376029873633,tax,E68511097,E68511097-217,FS,GCR,Côte d’Ivoire,Afrique
assurance,Media & Entertainment,Harrington-Parker/Stacey Blankenship,Harrington-Parker/Stacey Blankenship,Sharable object-oriented customer loyalty,Identify,20,2023-07-28,2021-06-11,,Jeffrey Gibbs,Dustin Watson,Maria Allen%,Brandon Anderson,Misty Rojas,,,USD,61.3108385733336,61.3108385733336,assurance,E63280678,E63280678-218,TMT,Forensics,Djibouti,Afrique
tax,Infrastructure,Cantrell-Smith/Colin Ellis,Cantrell-Smith/Colin Ellis,Inverse radical process improvement,Won,5,2021-08-09,2021-07-31,2021-03-07 00:00:00,Jamie Smith,Jose Smith,Christopher Brown%,Nathan Stephens,Bridget Miller,approved,,EUR,66.89944618602092,66.89944618602092,tax,E65977391,E65977391-219,GPS,International Tax Transaction Services,Angleterre,Europe
sat,Health,"Morales, Smith and Robertson/Gabriel Chavez","Morales, Smith and Robertson/Gabriel Chavez",Phased directional hierarchy,Lost,100,2022-09-10,2023-02-13,,Brian Gaines,Erin Williams,Kenneth Price%,Brandy Jackson,Michael Schmidt,,,USD,53.08730348228994,53.08730348228994,sat,E64774448,E64774448-220,GPS,Transactions & Corporate Finance,Lesotho,Afrique
assurance,startup,Pitts Inc/Joseph Walton,Pitts Inc/Joseph Walton,Assimilated system-worthy strategy,Declined,5,2021-02-06,2022-03-25,,Dr. Jeremy Walters,Jennifer Wilson,Sharon Chung%,Gregory Cummings,Michael Hughes,,,EUR,78.25255698951909,78.25255698951909,assurance,E65955106,E65955106-221,Private,Forensics,France,Europe
tax,Banking & Capital Markets,Munoz Inc/Tiffany Simpson,Munoz Inc/Tiffany Simpson,Persistent asynchronous workforce,Lost,20,2021-07-06,2021-08-28,,Robert Martin,Joseph Barnes,Laurie Sims%,Dana Wood,Greg Silva,,,USD,68.83669908576059,68.83669908576059,tax,E61837412,E61837412-222,FS,BTS,Guinée,Afrique
