OpportunityServiceLine,ClientSector,AccountName,ProspectClientName,OpportunityName,Stage,ProbaOfWin,EffectiveOpenDate,AnticipatedWinDate,EffectiveCloseDate,OpportunityPartnerName,PursuitLeaderName,ManagedByName,PursuitTeamName,IdentifiedByName,PACEStatus,RelatedEngagements,Currency,TotalValueOfPotentialSale,TotalValueTND,OpportunitySubSL,OriginalOpportunityID,OpportunityID,MS,SSL1,Country,Region
consulting,Insurance,Frank-Rivera/Andrea Cohen,Frank-Rivera/Andrea Cohen,Phased responsive hardware,Pursue,40,2022-03-17,2022-09-28,,Diane Gonzalez,Rachel Murphy,Stephanie George%,Katherine Woodward,Susan Clark,,,EUR,76.0283419367527,76.0283419367527,consulting,E68313771,E68313771-262,FS,Technology Assurance,Danemark,Europe
sat,Defense,Moyer-Floyd/Matthew Moore,Moyer-Floyd/Matthew Moore,Extended 5thgeneration circuit,Pursue,45,2023-10-27,2024-02-23,,Linda Church,Mr. Jeremy Deleon DDS,Christopher Snyder%,Michael Davis,Dana Nguyen,,,USD,68.29184600412052,68.29184600412052,sat,E66787129,E66787129-263,GPS,Transactions & Corporate Finance,Lesotho,Afrique
tax,Health,Mata Inc/Melissa Moran,Mata Inc/Melissa Moran,Exclusive mission-critical utilization,Declined,100,2021-05-13,2022-02-09,,Madison Green,John Hill,Heather Johnson%,Ashley Harris,Scott Hurley,,,USD,62.25859601348085,62.25859601348085,tax,E64957214,E64957214-264,GPS,Indirect,Burundi,Afrique
assurance,Insurance,"Gay, Garcia and Wilson/Sherry Bell","Gay, Garcia and Wilson/Sherry Bell",Enterprise-wide modular system engine,Declined,5,2022-06-03,2022-09-06,,Kelly Griffith,Thomas Holmes,Janice Sanders%,Robin Soto,Dr. Stephen Wolfe,,,EUR,76.18213195655983,76.18213195655983,assurance,E63453109,E63453109-265,FS,Forensics,Pays-Bas,Europe
assurance,startup,"Fernandez, Frost and Gonzalez/Benjamin Mann","Fernandez, Frost and Gonzalez/Benjamin Mann",Configurable transitional structure,Pursue,70,2021-05-11,2021-07-20,,Joshua Barrera,Jonathan Miller,Keith Clay%,Joyce King,Steven Stephens,,,USD,99.09447462286036,99.09447462286036,assurance,E69233677,E69233677-266,Private,Audit & Governance,Kenya,Afrique
consulting,Infrastructure,Medina-Schroeder/Melissa Jenkins,Medina-Schroeder/Melissa Jenkins,Visionary national protocol,Closing,5,2023-07-28,2024-06-11,,Patricia Lopez,Derrick Douglas,Victor Williams%,Jasmine Phillips,Matthew Hernandez,,,USD,53.907344379145385,53.907344379145385,consulting,E63438216,E63438216-267,GPS,Strategy & Transformation,Lesotho,Afrique
assurance,startup,"Zhang, Mcintosh and Coleman/Victoria Marquez","Zhang, Mcintosh and Coleman/Victoria Marquez",Down-sized client-server concept,Closing,5,2021-12-17,2022-12-17,,Casey Christensen,Matthew Howell,Scott Jacobs%,Shawn Martin,Kevin Cummings,,,USD,95.29203731521628,95.29203731521628,assurance,E69617797,E69617797-268,Private,Audit & Governance,Émirats arabes unis,Asie
consulting,Wealth & Asset Management,Collins-Campbell/William Gomez,Collins-Campbell/William Gomez,Integrated leadingedge hub,Identify,10,2023-01-21,2023-09-07,,Robert Williams,Joan Torres,Benjamin Hudson%,Samuel Ramirez,Robert Bush,,,EUR,84.05538283552514,84.05538283552514,consulting,E68860374,E68860374-269,FS,Customer & Growth,Pays-Bas,Europe
assurance,startup,Smith-Mckinney/Christopher Stein,Smith-Mckinney/Christopher Stein,Focused incremental solution,Lost,100,2023-12-19,2023-12-22,,William Davis,Pam Knight,Kimberly Higgins%,Rebecca Lowery,Sandra Hicks,,,USD,72.75021538451348,72.75021538451348,assurance,E67667247,E67667247-270,Private,Audit & Governance,Pakistan,Asie
tax,startup,Townsend Ltd/Jaclyn Alexander,Townsend Ltd/Jaclyn Alexander,Team-oriented scalable function,Closing,75,2021-07-04,2021-09-16,,Theresa Boone,Patrick Figueroa,Christina Campbell%,Mary Peters,Christopher Watkins,,,USD,51.54239173223068,51.54239173223068,tax,E64601411,E64601411-271,Private,GCR,Côte d’Ivoire,Afrique
tax,Telecommunications,Bowers-Smith/Lisa Howard,Bowers-Smith/Lisa Howard,Assimilated zero administration concept,Identify,10,2021-10-21,2022-04-04,,David Robinson,Edgar Marquez,David Jacobs%,Laura Ferguson,Tamara Larsen,,,USD,94.22031152110836,94.22031152110836,tax,E66299122,E66299122-272,TMT,Indirect,Liban,Asie
assurance,startup,Stanley PLC/Russell Ellison,Stanley PLC/Russell Ellison,Synergistic modular open system,Qualify,30,2023-11-25,2024-06-18,,Michael Baker,Charlene Williams,Aaron Lopez%,Kimberly Bennett,Mary Wilson,,,USD,78.12284907458584,78.12284907458584,assurance,E65427598,E65427598-273,Private,CCaSS,Maroc,Afrique
consulting,Defense,Hall Inc/Jessica Collins,Hall Inc/Jessica Collins,Profit-focused dynamic orchestration,Identify,10,2022-06-14,2023-04-23,,Sergio Davis,Anthony Greer MD,James Duarte%,Amy Norman,Michael Chambers,,,EUR,75.56360153448264,75.56360153448264,consulting,E68222152,E68222152-274,GPS,Sustainability,Belgique,Europe
consulting,Defense,Perez-Jones/Sharon Aguirre,Perez-Jones/Sharon Aguirre,Focused multimedia knowledge user,Qualify,40,2023-05-30,2023-05-31,,Barbara Brown,Scott Roberts,Kevin Jones%,James Johnson,Evan Smith,,,USD,58.32126945806972,58.32126945806972,consulting,E63581807,E63581807-275,GPS,Customer & Growth,Algérie,Afrique
consulting,Technology,Bennett-Rogers/Mark Paul,Bennett-Rogers/Mark Paul,Automated radical time-frame,Qualify,50,2022-12-01,2023-09-21,,Dana Gomez,Victoria Hodges,Carmen Davis%,Darlene Adams,Michelle Grimes,,,USD,83.50651171595831,83.50651171595831,consulting,E62126627,E62126627-276,TMT,Supply Chain & Operations,Angola,Afrique
sat,Health,"Schultz, Rivers and Lee/Amanda Rodriguez","Schultz, Rivers and Lee/Amanda Rodriguez",Down-sized mobile attitude,Declined,20,2022-06-11,2022-10-19,,Amanda Faulkner,James Wilson,Eric Morris%,Mark Young,Michael Gillespie,,,USD,65.57501935459034,65.57501935459034,sat,E62417782,E62417782-277,GPS,EY-P,Koweït,Asie
sat,Infrastructure,Williams and Sons/Laura Harris,Williams and Sons/Laura Harris,Total object-oriented matrix,Lost,100,2022-02-14,2022-12-30,,Michelle Payne,Darlene Ryan,Jonathan Koch%,Wendy Nelson,Adam Duncan,,,USD,89.84802761018113,89.84802761018113,sat,E63855233,E63855233-278,GPS,Transactions & Corporate Finance,Cameroun,Afrique
assurance,Infrastructure,"Anderson, Marsh and Dougherty/Helen Mckinney","Anderson, Marsh and Dougherty/Helen Mckinney",Public-key tangible Graphic Interface,Identify,20,2023-10-06,2024-03-31,,Kevin Sanchez,Shelby Preston,Kaitlyn Guerrero%,Lisa Murray,Kristi Carter,,,EUR,79.53438076251744,79.53438076251744,assurance,E68761747,E68761747-279,GPS,Audit & Governance,Luxembourg,Europe
sat,Infrastructure,Barnes PLC/Mary Ortiz,Barnes PLC/Mary Ortiz,Inverse cohesive encryption,Declined,5,2022-04-05,2022-07-09,,Erika Larson,Autumn Kim,Victoria Johnson%,Randy Wilson,Amy Smith,,,USD,53.582895310388416,53.582895310388416,sat,E69648870,E69648870-280,GPS,Transactions & Corporate Finance,Koweït,Asie
consulting,Insurance,Johnson-Montgomery/Derrick Johnson,Johnson-Montgomery/Derrick Johnson,Fully-configurable heuristic encoding,Qualify,40,2021-01-08,2021-11-18,,Victoria Ellis,Aaron Dudley,Xavier Simmons%,Alexander Robertson,Natalie Baker,,,USD,78.78720091286857,78.78720091286857,consulting,E63678387,E63678387-281,FS,Technology,Bénin,Afrique
sat,startup,Martin-Reyes/Danielle Phillips,Martin-Reyes/Danielle Phillips,Horizontal analyzing access,Lost,100,2023-06-14,2024-05-03,,Emily Thomas,William Arnold,Felicia Rush%,Derek Vaughn,Savannah Figueroa,,,EUR,89.96191065243718,89.96191065243718,sat,E67767821,E67767821-282,Private,EY-P,Espagne,Europe
tax,Defense,Schmitt-Villarreal/Alison Moss,Schmitt-Villarreal/Alison Moss,Down-sized demand-driven system engine,Qualify,20,2021-01-28,2021-03-07,,Susan Herring,Logan Scott,Daniel Melton%,Justin Bartlett,Brandi Watkins,,,USD,78.79337003870835,78.79337003870835,tax,E68578458,E68578458-283,GPS,International Tax Transaction Services,Soudan,Afrique
consulting,Infrastructure,"Moran, Phillips and James/Nicholas Wilson","Moran, Phillips and James/Nicholas Wilson",Synchronized bottom-line synergy,Qualify,35,2023-08-20,2023-09-30,,Bradley Miller,Kim Davis,Holly Franklin%,Monica Garcia,Heather Romero,,,USD,73.60604550731837,73.60604550731837,consulting,E66642683,E66642683-284,GPS,Cybersecurity,Soudan,Afrique
tax,Health,"Hines, Tran and Simmons/Laura Stewart","Hines, Tran and Simmons/Laura Stewart",Multi-layered optimal superstructure,Pursue,60,2023-06-03,2023-10-15,,Cassie Payne,Larry Smith,Roberta Carter%,Mary Thomas,Brandon Taylor,,,USD,89.57460626677381,89.57460626677381,tax,E67774597,E67774597-285,GPS,Indirect,Mauritanie,Afrique
tax,Technology,"Garcia, Price and Burns/Zoe Grant","Garcia, Price and Burns/Zoe Grant",User-friendly high-level matrices,Pursue,75,2023-09-27,2023-10-22,,Kayla Martin,Angela Cooper,Richard Lawrence%,Jamie Cohen,Laurie Byrd,,,USD,88.15654582385247,88.15654582385247,tax,E61531927,E61531927-286,TMT,Indirect,Liban,Asie
assurance,Wealth & Asset Management,Drake LLC/Brian Baker,Drake LLC/Brian Baker,Synergistic bottom-line throughput,Won,20,2021-07-30,2021-12-09,2021-12-17,John Burgess,Lauren Sullivan,Paul Edwards%,John Matthews,Cassandra Morales,approved,,USD,77.52909937977705,77.52909937977705,assurance,E62712685,E62712685-287,FS,Forensics,Burkina Faso,Afrique
tax,startup,Turner Inc/Jesus Green,Turner Inc/Jesus Green,Mandatory human-resource frame,Pursue,55,2022-08-24,2023-01-31,,Melissa Mclaughlin,Teresa Hanson,Mike Reyes%,David Harrison,Jasmine Gutierrez,,,USD,69.30261857419433,69.30261857419433,tax,E67642727,E67642727-288,Private,BTS,Lesotho,Afrique
assurance,Defense,"Guerra, Little and Gregory/Ellen Paul","Guerra, Little and Gregory/Ellen Paul",Programmable fault-tolerant core,Lost,20,2023-11-11,2024-03-11,,Howard Spencer,George Andrews,Walter Hill%,Karen Davis,Cody Hudson,,,USD,72.71900595913749,72.71900595913749,assurance,E65725268,E65725268-289,GPS,Audit & Governance,Angola,Afrique
consulting,startup,Meza Group/Dr. Andrew Miller,Meza Group/Dr. Andrew Miller,Programmable modular alliance,Won,20,2021-06-11,2022-01-03,2022-03-29,Matthew Hayden,Tracey Bryant,Anthony Rodriguez%,Justin King,Brian Harrell,approved,,EUR,95.22488761831514,95.22488761831514,consulting,E66237606,E66237606-290,Private,Customer & Growth,France,Europe
sat,startup,Yang Ltd/Jerome Lucero,Yang Ltd/Jerome Lucero,User-centric multi-state array,Identify,10,2023-02-26,2023-12-15,,Jennifer Thompson,Nicholas Meyer,Amanda Chavez%,Richard Morales,Sandra Harris,,,USD,76.51078632518261,76.51078632518261,sat,E68692804,E68692804-291,Private,Transactions & Corporate Finance,Madagascar,Afrique
tax,startup,Garrett and Sons/Richard Vance,Garrett and Sons/Richard Vance,Streamlined radical capacity,Closing,5,2021-03-06,2021-05-13,,Jason Larson,Stacie Anderson,Laura Wagner%,Carrie Holmes,Ashley Ruiz,,,EUR,85.55496500190229,85.55496500190229,tax,E69122999,E69122999-292,Private,PAS,Pologne,Europe
consulting,startup,"Tyler, Anderson and Garrett/Steven Mahoney","Tyler, Anderson and Garrett/Steven Mahoney",Virtual value-added policy,Qualify,45,2021-06-15,2022-03-17,,Kenneth Foster,Austin Miller,Robin Jackson%,Jerry Jensen,Maria Ferrell,,,USD,80.94801569984168,80.94801569984168,consulting,E61624565,E61624565-293,Private,Supply Chain & Operations,Algérie,Afrique
assurance,startup,"Harper, Peterson and Johnston/Jennifer Lee","Harper, Peterson and Johnston/Jennifer Lee",Persistent needs-based success,Won,5,2023-03-11,2024-02-07,2024-04-28,Drew Ward,Kelly Walters,Erica Weaver%,Erik Snow,Thomas Bradley,approved,,EUR,97.84977150722833,97.84977150722833,assurance,E64064722,E64064722-294,Private,CCaSS,Espagne,Europe
tax,Telecommunications,"Sanders, Simon and Lopez/Dawn Marks","Sanders, Simon and Lopez/Dawn Marks",Implemented actuating analyzer,Declined,20,2021-07-22,2022-02-20,,Joseph Best,Kyle Mccormick,Joseph Vaughn%,Daniel Rasmussen,Courtney Rodriguez,,,USD,77.31220378939474,77.31220378939474,tax,E63786142,E63786142-295,TMT,International Tax Transaction Services,Sao Tomé,Afrique
assurance,Defense,Porter Ltd/Jennifer Wright,Porter Ltd/Jennifer Wright,Ameliorated tertiary open architecture,Won,100,2023-10-18,2024-05-28,2024-08-08,Brian Rogers,Denise Bond,Gabrielle Snyder%,Teresa Ray,Samantha Smith,approved,,EUR,63.49748340413522,63.49748340413522,assurance,E67358661,E67358661-296,GPS,Other Assurance,Suisse,Europe
consulting,startup,Morales-Price/Michele Hanson,Morales-Price/Michele Hanson,Persevering modular knowledge user,Declined,5,2021-11-25,2022-07-28,,Rodney Duran,Andrew King,Alexis Bishop%,Martha Humphrey,Jessica Thompson,,,EUR,54.29475032761986,54.29475032761986,consulting,E68399203,E68399203-297,Private,Customer & Growth,Grèce,Europe
consulting,Infrastructure,Wood PLC/David Watts,Wood PLC/David Watts,Object-based 24hour open system,Qualify,35,2023-10-27,2023-11-13,,Brent Castillo,Christina Jackson,Brandi Gordon%,Richard Fowler,Jessica Gray MD,,,USD,73.71860035800202,73.71860035800202,consulting,E66918013,E66918013-298,GPS,Sustainability,Sénégal,Afrique
tax,startup,Miller Group/Robert Dickerson,Miller Group/Robert Dickerson,Phased responsive benchmark,Won,20,2023-02-22,2023-09-25,2023-12-15,Teresa Scott,Kara Small,Brian Moore%,Mathew Jones,Tiffany Davis,approved,,EUR,58.17029175393373,58.17029175393373,tax,E67872554,E67872554-299,Private,PAS,Angleterre,Europe
sat,Insurance,"Dixon, Rogers and Pham/Belinda Stewart","Dixon, Rogers and Pham/Belinda Stewart",Open-source actuating focus group,Qualify,30,2021-07-19,2021-10-20,,Zachary Johnson,Richard Landry,Kathryn Pierce%,Kelly Wilkerson,Lori Nguyen,,,USD,65.51506803344219,65.51506803344219,sat,E62624779,E62624779-300,FS,Transactions & Corporate Finance,Égypte,Afrique
sat,Health,Johnson-Mitchell/Christina Ford,Johnson-Mitchell/Christina Ford,Quality-focused composite forecast,Declined,100,2021-11-12,2022-06-14,,Nathan Terrell,Kevin Cantu,Thomas Smith%,Tommy Moore,David Garcia,,,USD,68.24466354243475,68.24466354243475,sat,E64691118,E64691118-301,GPS,Transactions & Corporate Finance,Cameroun,Afrique
tax,Health,Myers-Butler/Steven Murray,Myers-Butler/Steven Murray,Public-key non-volatile adapter,Identify,20,2023-12-17,2024-01-07,,Holly Pollard,Eugene Mcgrath,Christopher Hanson%,Deborah Martin,Calvin Higgins,,,EUR,82.55998397360293,82.55998397360293,tax,E66410975,E66410975-302,GPS,PAS,Danemark,Europe
assurance,Telecommunications,Pope-Murphy/Rhonda Brooks,Pope-Murphy/Rhonda Brooks,Configurable directional ability,Identify,10,2022-08-27,2022-11-26,,Ricky Hudson,Jeanette Rich,Glenn Allen%,Robert Reyes,Nancy Sandoval,,,EUR,50.9647645584752,50.9647645584752,assurance,E66242052,E66242052-303,TMT,Audit & Governance,Grèce,Europe
sat,startup,"Simpson, Adams and Chandler/Timothy White","Simpson, Adams and Chandler/Timothy White",Distributed empowering algorithm,Qualify,20,2023-06-05,2024-01-01,,Andrew Carrillo,Katherine Adams,Eric Richards%,Olivia Adams,Stacy Sampson,,,USD,62.28138207929433,62.28138207929433,sat,E69802541,E69802541-304,Private,Transactions & Corporate Finance,Émirats arabes unis,Asie
sat,Wealth & Asset Management,"Mata, Chavez and Henderson/Luke Benjamin","Mata, Chavez and Henderson/Luke Benjamin",Monitored composite toolset,Pursue,60,2021-03-29,2021-08-06,,Kathryn Manning,Nicole Allen,Charles Parker%,David Patterson,Sierra Orr,,,USD,82.70063039939009,82.70063039939009,sat,E65030420,E65030420-305,FS,Transactions & Corporate Finance,Qatar,Asie
sat,Technology,Taylor-Walton/Sherry Martinez,Taylor-Walton/Sherry Martinez,Enterprise-wide demand-driven hub,Pursue,35,2023-11-05,2023-12-20,,Jacob Baker,David Watkins,Daniel Gillespie Jr.%,Joanna Ortiz,John Rivers,,,EUR,69.48703787728473,69.48703787728473,sat,E67656458,E67656458-306,TMT,Transactions & Corporate Finance,Pologne,Europe
consulting,Infrastructure,Stone-Jones/Kimberly Jennings,Stone-Jones/Kimberly Jennings,Integrated needs-based infrastructure,Qualify,30,2023-06-20,2023-08-03,,Mark Carter,Crystal Matthews,Holly Wright%,Steven Crawford,Vicki Martin,,,EUR,66.99524126530054,66.99524126530054,consulting,E65500606,E65500606-307,GPS,Technology Assurance,Suisse,Europe
sat,Banking & Capital Markets,Carrillo LLC/Mrs. Natalie Baker,Carrillo LLC/Mrs. Natalie Baker,Innovative zero-defect support,Identify,10,2021-09-17,2022-03-08,,Jennifer Young,Jacob Bates,David Grant%,Lisa Lindsey,Christina Williams,,,EUR,92.3961777671461,92.3961777671461,sat,E66565078,E66565078-308,FS,Transactions & Corporate Finance,Lettonie,Europe
tax,Insurance,"Nguyen, Davis and Jones/Spencer Mcknight Jr.","Nguyen, Davis and Jones/Spencer Mcknight Jr.",Inverse homogeneous model,Won,5,2023-12-31,2024-05-02,2024-06-27,Kevin Novak,Mark Cohen,Elizabeth Romero%,Kevin Dickerson,Richard Gomez,approved,,EUR,80.44722445464313,80.44722445464313,tax,E68002187,E68002187-309,FS,BTS,Suisse,Europe
sat,Defense,"Scott, Jackson and Holmes/Jason Bryant","Scott, Jackson and Holmes/Jason Bryant",Exclusive foreground encryption,Qualify,50,2023-07-22,2023-08-25,,Kimberly Holmes,Eric Wilcox,Samuel Campbell%,George Green,Justin Young,,,EUR,78.67383021072222,78.67383021072222,sat,E67274892,E67274892-310,GPS,Transactions & Corporate Finance,République tchèque,Europe
consulting,startup,Rogers-Moore/Thomas Fernandez,Rogers-Moore/Thomas Fernandez,Public-key reciprocal moratorium,Won,20,2023-06-27,2024-02-06,2024-03-06,Joshua Martin,Patrick Johnson,James Pineda%,Tiffany Brown,Cathy Walsh DDS,approved,,USD,60.424806196969776,60.424806196969776,consulting,E69845865,E69845865-311,Private,Sustainability,Guinée,Afrique
assurance,startup,Shaw PLC/Matthew Thomas Jr.,Shaw PLC/Matthew Thomas Jr.,Horizontal executive solution,Closing,100,2023-09-08,2024-08-05,,Katherine Wilkins,John Carroll,Megan Fisher%,Maureen Miller,Ms. Sandy Bailey,,,USD,79.82867875971796,79.82867875971796,assurance,E61441770,E61441770-312,Private,Finance,Émirats arabes unis,Asie
consulting,startup,Herring-Lynn/Tonya Gill,Herring-Lynn/Tonya Gill,Customer-focused homogeneous benchmark,Qualify,35,2021-04-27,2021-12-28,,Richard Crawford,Cody Stevens,Erin Alvarez%,Daniel Mckee,Destiny Anderson,,,USD,67.58707570758367,67.58707570758367,consulting,E62038425,E62038425-313,Private,Compliance and Resilience,Liban,Asie
consulting,Defense,Swanson Ltd/Michelle Guzman,Swanson Ltd/Michelle Guzman,Function-based executive migration,Lost,20,2021-01-25,2021-06-11,,Marie King,Christopher Sanders,Stephanie Jones%,Michael Chavez,Valerie Guerrero,,,USD,82.1102940196796,82.1102940196796,consulting,E62140902,E62140902-314,GPS,Strategy & Transformation,Algérie,Afrique
sat,Technology,Long Ltd/Nicole Roman,Long Ltd/Nicole Roman,Fully-configurable holistic projection,Qualify,40,2023-11-12,2024-07-13,,Brittany Holmes,Colton Mullen,Tammy Meyer%,Patrick Mendoza,Morgan Woods,,,USD,66.98345502961713,66.98345502961713,sat,E61584293,E61584293-315,TMT,EY-P,Congo Brazzaville,Afrique
assurance,Infrastructure,Schwartz Inc/Albert Peterson,Schwartz Inc/Albert Peterson,Reverse-engineered secondary challenge,Closing,75,2022-03-22,2022-04-27,,Jessica Elliott,Terri Perez,Amanda Stevens%,Marissa Oneill,Kristen Mercado,,,EUR,84.83740976467911,84.83740976467911,assurance,E66458497,E66458497-316,GPS,CCaSS,Suisse,Europe
consulting,Telecommunications,"Carr, Hahn and Diaz/Molly Moore","Carr, Hahn and Diaz/Molly Moore",Digitized foreground approach,Identify,10,2022-05-01,2022-10-11,,Ryan Riley,Laura Powell,Kimberly Miller%,Lisa Gallagher,Jocelyn Cox,,,USD,66.12102803262661,66.12102803262661,consulting,E68020703,E68020703-317,TMT,Technology Assurance,Émirats arabes unis,Asie
sat,Infrastructure,"Miller, Reynolds and Bennett/Sara Knight","Miller, Reynolds and Bennett/Sara Knight",Pre-emptive multi-tasking Graphic Interface,Pursue,55,2022-07-28,2022-08-15,,Katherine Bonilla,Matthew Buckley,Christopher Miller%,Andrea Christensen,Alyssa Jenkins,,,USD,60.41453074835199,60.41453074835199,sat,E67900016,E67900016-318,GPS,EY-P,Côte d’Ivoire,Afrique
assurance,Telecommunications,"Torres, Miller and Gilmore/Elizabeth Miller","Torres, Miller and Gilmore/Elizabeth Miller",Team-oriented optimizing superstructure,Lost,100,2021-11-30,2022-10-13,,Henry George,Victoria Garcia,Kevin Miller%,Jeremy Henry,Julie Bell,,,USD,62.18853494797585,62.18853494797585,assurance,E66678606,E66678606-319,TMT,FAAS,Nigeria,Afrique
tax,Wealth & Asset Management,Cardenas LLC/Maria Roberts,Cardenas LLC/Maria Roberts,Public-key empowering synergy,Lost,20,2023-05-20,2024-01-28,,Kenneth Gross,Leah Smith,Karl Jones%,Mrs. Angela Terry DDS,James Phillips,,,EUR,56.68267949963326,56.68267949963326,tax,E68649124,E68649124-320,FS,BTS,République tchèque,Europe
sat,Telecommunications,"Jones, Williams and Campbell/Tammy Stephens","Jones, Williams and Campbell/Tammy Stephens",Managed needs-based methodology,Declined,5,2023-11-27,2024-06-13,,Stephanie Young,Erin Avila,Jason Harris%,Thomas Robinson,Crystal Wallace,,,EUR,96.36203680795968,96.36203680795968,sat,E67459632,E67459632-321,TMT,Transactions & Corporate Finance,Grèce,Europe
tax,Insurance,"French, Higgins and Vega/Sarah Turner","French, Higgins and Vega/Sarah Turner",Intuitive regional product,Declined,100,2021-10-19,2022-01-11,,Jessica Garcia,Kelli Pace,Leslie Hicks%,Julie Andersen,Katherine Hoover,,,EUR,52.99542793354506,52.99542793354506,tax,E64874183,E64874183-322,FS,BTS,Portugal,Europe
assurance,Telecommunications,"Garcia, Cross and Castro/Theresa Lutz","Garcia, Cross and Castro/Theresa Lutz",Triple-buffered interactive orchestration,Declined,5,2021-08-08,2022-05-17,,Charles Perez,Jon Carpenter,Joshua Gilbert%,Jamie Ware,Luis Griffin,,,USD,59.34727232194562,59.34727232194562,assurance,E64639800,E64639800-323,TMT,Audit & Governance,Guinée,Afrique
consulting,Defense,"Ellis, Brown and Smith/Benjamin Norris","Ellis, Brown and Smith/Benjamin Norris",Compatible zero-defect archive,Qualify,40,2023-12-21,2024-12-05,,Benjamin Schneider,Jodi Cook,Amanda Johnson%,Eric Davis,Ryan Ho,,,USD,97.6513518563896,97.6513518563896,consulting,E64842139,E64842139-324,GPS,Customer & Growth,Burkina Faso,Afrique
sat,startup,Stevens-Ford/Heidi Brown,Stevens-Ford/Heidi Brown,Progressive didactic forecast,Identify,20,2021-03-28,2021-12-12,,Kimberly Bryant,Jason Evans,Angela Murphy%,Christopher Simmons,Melissa Campbell,,,EUR,55.30484834929876,55.30484834929876,sat,E65593727,E65593727-325,Private,Transactions & Corporate Finance,République tchèque,Europe
tax,startup,Cole and Sons/Thomas Harrison,Cole and Sons/Thomas Harrison,Extended systematic intranet,Won,100,2022-05-15,2023-02-07,2023-03-04,Megan Hunter,Alexis Moore,Robert Livingston%,Marissa Hughes,Matthew Turner,approved,,USD,73.66679638060899,73.66679638060899,tax,E61789236,E61789236-326,Private,Law,Sao Tomé,Afrique
sat,Health,Nelson-Sullivan/Sabrina Adams,Nelson-Sullivan/Sabrina Adams,Reduced zero-defect process improvement,Won,5,2023-03-18,2023-08-17,2023-09-13,Juan Harper,Paul Morris,Karen Lopez%,Rebecca Cunningham,Curtis Bell,approved,,USD,70.18992652614641,70.18992652614641,sat,E69316324,E69316324-327,GPS,Transactions & Corporate Finance,Pakistan,Asie
sat,Telecommunications,Smith Ltd/Brenda Oneill,Smith Ltd/Brenda Oneill,Integrated executive product,Lost,5,2023-11-04,2024-08-10,,Julia Jackson,Chris Adams,Chad Shields%,Christopher Hamilton,Jeffrey Buchanan,,,EUR,85.06892179825242,85.06892179825242,sat,E69026471,E69026471-328,TMT,Transactions & Corporate Finance,Allemagne,Europe
assurance,Telecommunications,"Moss, Watson and Oliver/Bradley Brooks","Moss, Watson and Oliver/Bradley Brooks",Optional discrete circuit,Qualify,40,2023-09-16,2023-09-28,,Antonio Hatfield,Morgan Mcclain,Mitchell Leblanc%,Jessica West,Heather Davidson,,,USD,54.04229199089316,54.04229199089316,assurance,E62614718,E62614718-329,TMT,Other Assurance,Éthiopie,Afrique
assurance,Banking & Capital Markets,Newton-Mcbride/Michael Hogan,Newton-Mcbride/Michael Hogan,Persevering clear-thinking Internet solution,Closing,75,2023-01-09,2023-09-04,,William Tran,Kathy Johnson,William Dillon%,Miranda Glover,Veronica Hayes,,,EUR,70.38663406073653,70.38663406073653,assurance,E64144831,E64144831-330,FS,Other Assurance,Angleterre,Europe
tax,Infrastructure,Thornton-Mills/Brian Mcdonald,Thornton-Mills/Brian Mcdonald,Customizable intermediate application,Declined,5,2023-04-11,2023-10-03,,Rhonda Evans,Ricky Cohen,Patrick Brown%,Carla Weiss,Joseph Bradford,,,USD,69.063697502072,69.063697502072,tax,E67825769,E67825769-331,GPS,International Tax Transaction Services,Éthiopie,Afrique
consulting,startup,Barton LLC/Deborah Ferguson,Barton LLC/Deborah Ferguson,Multi-lateral foreground ability,Closing,100,2023-12-09,2024-09-06,,Katie Silva,Dr. David Edwards,Angela Smith%,Janice Arias,Michelle Harvey,,,USD,92.98347704115034,92.98347704115034,consulting,E66427057,E66427057-332,Private,Cybersecurity,Pakistan,Asie
tax,startup,Hansen-Gonzalez/Marcus Wagner,Hansen-Gonzalez/Marcus Wagner,Networked clear-thinking portal,Pursue,45,2021-01-16,2021-02-08,,Gabriel Sandoval,Lisa Wilson,Ryan Yates%,Stephanie Lucas DVM,Sandra Schmidt,,,USD,51.01918594653336,51.01918594653336,tax,E64510893,E64510893-333,Private,Law,Congo Brazzaville,Afrique
tax,Banking & Capital Markets,Anderson LLC/Stephanie Williamson,Anderson LLC/Stephanie Williamson,Multi-layered client-driven hierarchy,Won,100,2023-02-04,2023-04-28,2023-05-29,Heather Glover,Glenn Brown,Angel Todd%,Patrick Boyer,Earl Jones,approved,,EUR,55.84829441841998,55.84829441841998,tax,E63750336,E63750336-334,FS,PAS,Portugal,Europe
assurance,startup,"Kelley, Roman and Mills/Tamara Christian","Kelley, Roman and Mills/Tamara Christian",Public-key bifurcated initiative,Pursue,60,2022-08-11,2023-07-09,,Craig Rivera,John Williams,Kyle Davis%,Natalie Cook,Brandon Miller,,,USD,94.07807600527754,94.07807600527754,assurance,E68328964,E68328964-335,Private,Audit & Governance,Mali,Afrique
assurance,startup,Ayala and Sons/Vanessa Chapman,Ayala and Sons/Vanessa Chapman,Innovative human-resource matrix,Pursue,70,2021-08-10,2022-03-30,,Summer Sims,Phillip Torres,Joseph Smith%,Cheryl Brown,Nicholas Craig PhD,,,USD,91.19517567235648,91.19517567235648,assurance,E67813948,E67813948-336,Private,Audit & Governance,Pakistan,Asie
